Term Amount,Add Array Memory,Add Array Time,Add List Memory,Add List Time,Generate Array Memory,Generate Array Time,Generate List Memory,Generate List Time,Multiply Array Memory,Multiply Array Time,Multiply List Memory,Multiply List Time,Process Array Memory,Process Array Time,Process List Memory,Process List Time
Term Amount,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List
2520,236816,0.573,305712,0.848,40320,0.086,80640,0.285,6887816,632.277,8205832,1017.09,0,0.154,0,0.181
2520,236816,0.555,305712,0.826,40320,0.089,80640,0.275,6887816,596.798,8205832,1114.42,0,0.169,0,0.155
2520,236816,0.545,305712,0.785,40320,0.085,80640,0.366,6887816,663.855,8205832,837.481,0,0.154,0,0.156
2520,236816,0.558,305712,0.798,40320,0.086,80640,0.278,6887816,615.765,8205832,1089.02,0,0.15,0,0.154
2520,236816,0.555,305712,0.793,40320,0.085,80640,0.287,6887816,632.218,8205832,820.517,0,0.155,0,0.154
2530,237640,0.552,306888,0.858,40480,0.086,80960,0.282,6926208,652.366,8271520,890.319,0,0.156,0,0.18
2530,237640,0.567,306888,0.824,40480,0.085,80960,0.277,6926208,604.392,8271520,889.647,0,0.155,0,0.156
2530,237640,0.553,306888,0.793,40480,0.086,80960,0.284,6926208,672.287,8271520,836.111,0,0.155,0,0.155
2530,237640,0.55,306888,0.799,40480,0.086,80960,0.28,6926208,612.8,8271520,737.029,0,0.155,0,0.155
2530,237640,0.561,306888,0.792,40480,0.086,80960,0.276,6926208,666.02,8271520,770.616,0,0.153,0,0.155
2540,237408,0.552,305600,0.858,40640,0.085,81280,0.284,6949936,646.466,8302992,756.04,0,0.156,0,0.18
2540,237408,0.544,305600,0.811,40640,0.085,81280,0.277,6949936,698.85,8302992,783.652,0,0.155,0,0.156
2540,237408,0.739,305600,0.793,40640,0.088,81280,0.28,6949936,764.438,8302992,1083.21,0,0.155,0,0.151
2540,237408,0.559,305600,0.778,40640,0.084,81280,0.284,6949936,614.047,8302992,898.552,0,0.156,0,0.156
2540,237408,0.787,305600,0.832,40640,0.085,81280,0.277,6949936,621.991,8302992,863.606,0,0.155,0,0.156
2550,242816,0.965,312672,0.864,40800,0.086,81600,0.282,7061536,828.696,8388480,1375.69,0,0.155,0,0.219
2550,242816,0.944,312672,0.838,40800,0.087,81600,0.285,7061536,624.724,8388480,1338.45,0,0.156,0,0.167
2550,242816,0.933,312672,0.804,40800,0.086,81600,0.279,7061536,608.907,8388480,940.759,0,0.155,0,0.157
2550,242816,0.962,312672,0.803,40800,0.087,81600,0.278,7061536,664.143,8388480,984.643,0,0.156,0,0.157
2550,242816,0.946,312672,0.795,40800,0.087,81600,0.288,7061536,664.704,8388480,1023.61,0,0.156,0,0.156
2560,243832,0.935,314296,0.869,40960,0.087,81920,0.28,7094168,615.902,8440728,820.634,0,0.154,0,0.18
2560,243832,0.948,314296,0.824,40960,0.087,81920,0.28,7094168,695.673,8440728,1045.45,0,0.156,0,0.156
2560,243832,1.284,314296,0.817,40960,0.087,81920,0.289,7094168,688.394,8440728,1188.71,0,0.157,0,0.151
2560,243832,0.902,314296,0.82,40960,0.104,81920,0.279,7094168,731.679,8440728,818.077,0,0.156,0,0.157
2560,243832,1.216,314296,1.356,40960,0.086,81920,0.295,7094168,630.014,8440728,788.773,0,0.156,0,0.156
2570,243576,1.231,312952,1.454,41120,0.087,82240,0.313,7079184,674.051,8381872,864.612,0,0.157,0,0.178
2570,243576,1.069,312952,1.434,41120,0.087,82240,0.285,7079184,767.326,8381872,881.001,0,0.156,0,0.16
2570,243576,1.01,312952,1.385,41120,0.087,82240,0.28,7079184,716.101,8381872,815.071,0,0.157,0,0.157
2570,243576,0.713,312952,1.364,41120,0.088,82240,0.287,7079184,731.628,8381872,994.809,0,0.158,0,0.157
2570,243576,0.563,312952,1.494,41120,0.087,82240,0.284,7079184,675.946,8381872,784.656,0,0.157,0,0.157
2580,244928,0.89,315360,1.514,41280,0.086,82560,0.281,7114960,658.158,8441456,768.133,0,0.158,0,0.182
2580,244928,0.9,315360,0.948,41280,0.086,82560,0.287,7114960,869.408,8441456,796.379,0,0.159,0,0.158
2580,244928,0.94,315360,1.012,41280,0.115,82560,0.281,7114960,654.617,8441456,813.886,0,0.16,0,0.16
2580,244928,0.96,315360,0.879,41280,0.12,82560,0.285,7114960,626.489,8441456,758.066,0,0.161,0,0.158
2580,244928,0.957,315360,0.855,41280,0.124,82560,0.287,7114960,695.568,8441456,805.369,0,0.159,0,0.159
2590,245704,0.922,316424,0.869,41440,0.118,82880,0.283,7110464,630.454,8407072,833.588,0,0.16,0,0.186
2590,245704,0.934,316424,1.008,41440,0.125,82880,0.287,7110464,735.604,8407072,796.727,0,0.158,0,0.159
2590,245704,0.93,316424,0.822,41440,0.12,82880,0.289,7110464,707.205,8407072,848.848,0,0.159,0,0.159
2590,245704,0.923,316424,0.822,41440,0.088,82880,0.282,7110464,630.124,8407072,884.208,0,0.182,0,0.162
2590,245704,0.948,316424,0.854,41440,0.088,82880,0.283,7110464,669.489,8407072,807.609,0,0.169,0,0.159
2600,247368,0.938,319560,0.88,41600,0.088,83200,0.291,7124136,853.25,8415080,898.538,0,0.16,0,0.185
2600,247368,0.925,319560,0.889,41600,0.088,83200,0.284,7124136,696.169,8415080,813.014,0,0.167,0,0.16
2600,247368,0.951,319560,0.844,41600,0.093,83200,0.289,7124136,646.721,8415080,784.374,0,0.16,0,0.16
2600,247368,1.015,319560,0.828,41600,0.088,83200,0.287,7124136,687.331,8415080,841.107,0,0.16,0,0.154
2600,247368,0.88,319560,1.318,41600,0.088,83200,0.284,7124136,725.829,8415080,823.922,0,0.159,0,0.161
2610,246800,0.592,317488,2.436,41760,0.089,83520,0.292,7150024,687.741,8451592,794.37,0,0.154,0,0.188
2610,246800,1.004,317488,2.342,41760,0.088,83520,0.288,7150024,636.932,8451592,814.477,0,0.16,0,0.155
2610,246800,0.957,317488,1.885,41760,0.088,83520,0.285,7150024,733.196,8451592,828.442,0,0.16,0,0.16
2610,246800,1.137,317488,1.757,41760,0.088,83520,0.291,7150024,694.562,8451592,827.54,0,0.161,0,0.172
2610,246800,1.015,317488,1.926,41760,0.089,83520,0.285,7150024,654.022,8451592,877.109,0,0.16,0,0.16
2620,247984,0.999,319504,1.616,41920,0.088,83840,0.298,7130128,709.361,8332424,862.707,0,0.16,0,0.188
2620,247984,0.99,319504,1.502,41920,0.088,83840,0.293,7130128,692.487,8332424,855.5,0,0.156,0,0.16
2620,247984,0.973,319504,1.346,41920,0.088,83840,0.286,7130128,655.8,8332424,861.369,0,0.163,0,0.16
2620,247984,0.961,319504,1.523,41920,0.091,83840,0.309,7130128,702.169,8332424,860.805,0,0.173,0,0.16
2620,247984,0.962,319504,1.592,41920,0.119,83840,0.293,7130128,756.373,8332424,788.276,0,0.17,0,0.159
2630,248088,0.971,319000,1.605,42080,0.09,84160,0.286,7178304,749.173,8469792,821.282,0,0.162,0,0.183
2630,248088,1.023,319000,1.515,42080,0.089,84160,0.289,7178304,744.329,8469792,850.357,0,0.161,0,0.164
2630,248088,0.774,319000,1.444,42080,0.089,84160,0.292,7178304,702.703,8469792,835.483,0,0.161,0,0.161
2630,248088,0.732,319000,1.477,42080,0.089,84160,0.286,7178304,732.057,8469792,799.209,0,0.161,0,0.162
2630,248088,0.927,319000,1.482,42080,0.088,84160,0.287,7178304,717.293,8469792,847.307,0,0.161,0,0.161
2640,249296,1.019,321072,1.537,42240,0.089,84480,0.296,7176976,683.515,8442800,872.301,0,0.162,0,0.185
2640,249296,1.031,321072,1.09,42240,0.089,84480,0.288,7176976,700.321,8442800,996.607,0,0.162,0,0.163
2640,249296,0.969,321072,0.872,42240,0.089,84480,0.288,7176976,732.701,8442800,811.932,0,0.161,0,0.162
2640,249296,1,321072,0.851,42240,0.093,84480,0.296,7176976,656.876,8442800,809.022,0,0.161,0,0.161
2640,249296,1.261,321072,0.844,42240,0.089,84480,0.289,7176976,691.183,8442800,966.265,0,0.162,0,0.162
2650,250120,1.299,322248,0.895,42400,0.09,84800,0.288,7168520,766.514,8399176,799.422,0,0.159,0,0.187
2650,250120,1.232,322248,0.962,42400,0.09,84800,0.294,7168520,684.282,8399176,847.047,0,0.162,0,0.162
2650,250120,1.199,322248,0.868,42400,0.09,84800,0.293,7168520,700.326,8399176,836.444,0,0.162,0,0.165
2650,250120,1.163,322248,1.1,42400,0.089,84800,0.288,7168520,794.066,8399176,805.46,0,0.162,0,0.162
2650,250120,1.171,322248,1.078,42400,0.089,84800,0.295,7168520,678.257,8399176,844.842,0,0.162,0,0.163
2660,250944,0.883,323424,0.92,42560,0.089,85120,0.293,7171088,796.101,8378064,857.497,0,0.162,0,0.189
2660,250944,0.581,323424,0.994,42560,0.089,85120,0.29,7171088,759.835,8378064,909.011,0,0.165,0,0.163
2660,250944,0.762,323424,0.892,42560,0.092,85120,0.295,7171088,730.936,8378064,912.207,0,0.157,0,0.163
2660,250944,0.598,323424,0.881,42560,0.097,85120,0.293,7171088,702.696,8378064,888.985,0,0.162,0,0.166
2660,250944,0.617,323424,0.925,42560,0.089,85120,0.297,7171088,734.369,8378064,868.131,0,0.163,0,0.158
2670,251912,0.592,324936,0.973,42720,0.091,85440,0.291,7221472,683.72,8474944,919.466,0,0.163,0,0.189
2670,251912,0.595,324936,0.937,42720,0.09,85440,0.292,7221472,713.637,8474944,900.34,0,0.172,0,0.164
2670,251912,0.575,324936,0.941,42720,0.09,85440,0.301,7221472,767.721,8474944,936.435,0,0.18,0,0.158
2670,251912,0.641,324936,0.912,42720,0.09,85440,0.291,7221472,680.029,8474944,826.938,0,0.159,0,0.163
2670,251912,0.596,324936,0.883,42720,0.098,85440,0.29,7221472,707.177,8474944,873.688,0,0.165,0,0.173
2680,252496,0.58,325552,0.918,42880,0.092,85760,0.301,7225784,766.809,8461112,873.543,0,0.165,0,0.193
2680,252496,0.592,325552,0.896,42880,0.09,85760,0.311,7225784,676.515,8461112,898.386,0,0.166,0,0.159
2680,252496,0.591,325552,0.913,42880,0.092,85760,0.292,7225784,804.684,8461112,891.266,0,0.161,0,0.164
2680,252496,0.793,325552,0.927,42880,0.102,85760,0.303,7225784,850.752,8461112,831.639,0,0.17,0,0.164
2680,252496,0.968,325552,0.869,42880,0.091,85760,0.291,7225784,785.754,8461112,938.899,0,0.165,0,0.164
2690,252264,0.994,324264,0.919,43040,0.09,86080,0.292,7237800,710.991,8465256,1029.6,0,0.166,0,0.196
2690,252264,0.762,324264,0.902,43040,0.091,86080,0.299,7237800,753.103,8465256,941.575,0,0.161,0,0.16
2690,252264,0.633,324264,0.873,43040,0.091,86080,0.298,7237800,739.372,8465256,920.302,0,0.166,0,0.165
2690,252264,0.615,324264,0.899,43040,0.097,86080,0.293,7237800,716.818,8465256,876.227,0,0.166,0,0.164
2690,252264,0.582,324264,0.875,43040,0.091,86080,0.298,7237800,756.716,8465256,823.955,0,0.181,0,0.165
2700,253016,0.596,325272,0.927,43200,0.091,86400,0.298,7251496,748.692,8473320,858.681,0,0.161,0,0.197
2700,253016,0.589,325272,0.912,43200,0.097,86400,0.293,7251496,700.157,8473320,883.604,0,0.165,0,0.16
2700,253016,0.583,325272,0.905,43200,0.091,86400,0.3,7251496,768.587,8473320,865.2,0,0.166,0,0.165
2700,253016,0.588,325272,0.874,43200,0.096,86400,0.298,7251496,763.487,8473320,966.346,0,0.165,0,0.165
2700,253016,0.596,325272,0.889,43200,0.097,86400,0.293,7251496,705.163,8473320,847.57,0,0.16,0,0.164
2710,253576,0.58,325832,0.935,43360,0.092,86720,0.3,7247480,841.149,8440056,951.706,0,0.168,0,0.191
2710,253576,0.587,325832,0.954,43360,0.092,86720,0.298,7247480,772.767,8440056,945.608,0,0.165,0,0.169
2710,253576,0.709,325832,0.896,43360,0.099,86720,0.295,7247480,837.505,8440056,852.435,0,0.166,0,0.166
2710,253576,0.623,325832,0.954,43360,0.093,86720,0.3,7247480,701.899,8440056,925.921,0,0.162,0,0.166
2710,253576,0.594,325832,1.493,43360,0.092,86720,0.295,7247480,751.673,8440056,885.787,0,0.166,0,0.166
2720,254664,0.597,327624,1.586,43520,0.092,87040,0.314,7285272,767.993,8504344,850.876,0,0.168,0,0.191
2720,254664,0.573,327624,1.495,43520,0.092,87040,0.295,7285272,713.453,8504344,958.997,0,0.169,0,0.167
2720,254664,0.654,327624,1.185,43520,0.091,87040,0.297,7285272,756.499,8504344,884.38,0,0.162,0,0.176
2720,254664,0.814,327624,1.478,43520,0.103,87040,0.305,7285272,772.869,8504344,910.445,0,0.167,0,0.166
2720,254664,0.925,327624,1.094,43520,0.092,87040,0.297,7285272,766.372,8504344,899.039,0,0.167,0,0.166
2730,255776,0.953,329472,1.245,43680,0.093,87360,0.297,7242768,741.314,8373864,909.24,0,0.167,0,0.191
2730,255776,0.893,329472,1.1,43680,0.092,87360,0.306,7242768,779.435,8373864,950.523,0,0.165,0,0.169
2730,255776,0.588,329472,0.954,43680,0.092,87360,0.306,7242768,699.631,8373864,945.907,0,0.168,0,0.18
2730,255776,0.608,329472,1.039,43680,0.092,87360,0.323,7242768,806.69,8373864,970.049,0,0.167,0,0.169
2730,255776,0.937,329472,0.97,43680,0.093,87360,0.354,7242768,853.651,8373864,897.035,0,0.167,0,0.167
2740,256648,0.976,330760,1.423,43840,0.097,87680,0.309,7255568,694.084,8387248,956.277,0,0.163,0,0.199
2740,256648,0.992,330760,0.993,43840,0.092,87680,0.311,7255568,718.424,8387248,927.761,0,0.168,0,0.162
2740,256648,0.989,330760,0.977,43840,0.091,87680,0.307,7255568,793.787,8387248,914.047,0,0.169,0,0.168
2740,256648,0.968,330760,0.925,43840,0.104,87680,0.296,7255568,761.74,8387248,872.966,0,0.167,0,0.167
2740,256648,0.999,330760,0.944,43840,0.092,87680,0.29,7255568,697.458,8387248,874.829,0,0.162,0,0.168
2750,256584,1,329864,1.019,44000,0.12,88000,0.292,7299168,781.892,8465088,927.222,0,0.168,0,0.201
2750,256584,0.963,329864,0.998,44000,0.113,88000,0.327,7299168,766.075,8465088,988.67,0,0.169,0,0.171
2750,256584,1,329864,0.937,44000,0.093,88000,0.292,7299168,724.568,8465088,1174.74,0,0.168,0,0.169
2750,256584,0.608,329864,0.991,44000,0.093,88000,0.292,7299168,771.024,8465088,1253.47,0,0.171,0,0.168
2750,256584,0.601,329864,1.618,44000,0.093,88000,0.325,7299168,763.339,8465088,1044.31,0,0.163,0,0.169
2760,257816,0.644,331992,1.613,44160,0.093,88320,0.293,7636992,729.754,8554032,940.063,0,0.169,0,0.195
2760,257816,0.671,331992,1.606,44160,0.093,88320,0.298,7636992,797.232,8554032,925.677,0,0.169,0,0.169
2760,257816,0.6,331992,1.374,44160,0.094,88320,0.32,7636992,924.688,8554032,894.842,0,0.169,0,0.171
2760,257816,0.61,331992,1.099,44160,0.135,88320,0.294,7636992,799.265,8554032,910.057,0,0.169,0,0.168
2760,257816,0.609,331992,1.173,44160,0.208,88320,0.299,7636992,721.696,8554032,893.686,0,0.166,0,0.171
2770,258664,0.601,333224,1.006,44320,0.094,88640,0.322,7647232,810.291,8530568,920.012,0,0.187,0,0.195
2770,258664,0.613,333224,1.128,44320,0.093,88640,0.293,7647232,797.392,8530568,1005.96,0,0.175,0,0.169
2770,258664,0.61,333224,0.996,44320,0.093,88640,0.301,7647232,785.783,8530568,1017.84,0,0.17,0,0.172
2770,258664,0.597,333224,1.412,44320,0.094,88640,0.294,7647232,733.457,8530568,937.873,0,0.17,0,0.17
2770,258664,0.618,333224,2.073,44320,0.094,88640,0.321,7647232,761.979,8530568,977.652,0,0.189,0,0.17
2780,258768,0.689,332720,1.772,44480,0.094,88960,0.301,7657472,777.944,8575760,961.291,0,0.187,0,0.199
2780,258768,0.614,332720,1.614,44480,0.1,88960,0.295,7657472,753.766,8575760,945.921,0,0.165,0,0.169
2780,258768,0.632,332720,2.103,44480,0.093,88960,0.323,7657472,802.247,8575760,898.502,0,0.17,0,0.169
2780,258768,0.617,332720,1.843,44480,0.093,88960,0.3,7657472,780.88,8575760,999.668,0,0.17,0,0.172
2780,258768,0.597,332720,1.805,44480,0.092,88960,0.295,7657472,874.504,8575760,941.272,0,0.17,0,0.17
2790,260456,0.627,335912,1.119,44640,0.094,89280,0.398,7667712,773.362,8584608,956.706,0,0.169,0,0.198
2790,260456,0.613,335912,0.976,44640,0.094,89280,0.304,7667712,822.696,8584608,1004.14,0,0.172,0,0.17
2790,260456,0.597,335912,1.364,44640,0.095,89280,0.297,7667712,827.067,8584608,1185.82,0,0.17,0,0.17
2790,260456,0.656,335912,1.24,44640,0.094,89280,0.33,7667712,784.861,8584608,1041.38,0,0.171,0,0.172
2790,260456,0.815,335912,0.993,44640,0.094,89280,0.314,7667712,755.096,8584608,1035.45,0,0.171,0,0.17
2800,260776,1.132,335912,1.01,44800,0.095,89600,0.303,7677952,794.278,8615240,960.38,0,0.166,0,0.199
2800,260776,1.418,335912,0.982,44800,0.098,89600,0.312,7677952,770.138,8615240,989.585,0,0.171,0,0.171
2800,260776,1.148,335912,1.091,44800,0.095,89600,0.303,7677952,734.275,8615240,998.612,0,0.171,0,0.172
2800,260776,1.282,335912,0.968,44800,0.095,89600,0.304,7677952,802.861,8615240,908.019,0,0.172,0,0.171
2800,260776,1.011,335912,0.962,44800,0.095,89600,0.313,7677952,804.223,8615240,936.367,0,0.171,0,0.174
2810,261384,1.235,336584,1.003,44960,0.095,89920,0.327,7688192,809.997,8553584,972.231,0,0.167,0,0.202
2810,261384,0.996,336584,1.05,44960,0.095,89920,0.34,7688192,753.973,8553584,957.804,0,0.177,0,0.172
2810,261384,1.215,336584,1.213,44960,0.095,89920,0.325,7688192,882.886,8553584,1048.73,0,0.172,0,0.172
2810,261384,0.866,336584,1.882,44960,0.095,89920,0.314,7688192,896.189,8553584,1026.65,0,0.172,0,0.172
2810,261384,0.795,336584,2.169,44960,0.095,89920,0.316,7688192,861.866,8553584,912.974,0,0.174,0,0.174
2820,261512,0.679,336136,2.089,45120,0.094,90240,0.313,7698432,770.401,8586736,1002.26,0,0.167,0,0.206
2820,261512,0.61,336136,1.933,45120,0.096,90240,0.309,7698432,836.626,8586736,967.057,0,0.173,0,0.172
2820,261512,0.605,336136,1.87,45120,0.094,90240,0.317,7698432,790.212,8586736,889.094,0,0.176,0,0.172
2820,261512,0.644,336136,1.966,45120,0.094,90240,0.311,7698432,814.419,8586736,1016.4,0,0.173,0,0.172
2820,261512,0.606,336136,2.139,45120,0.095,90240,0.318,7698432,757.867,8586736,1792.41,0,0.172,0,0.172
2830,263200,0.605,339328,2.049,45280,0.096,90560,0.311,7708672,800.083,8609864,1330.21,0,0.174,0,0.203
2830,263200,0.618,339328,1.857,45280,0.095,90560,0.312,7708672,823.574,8609864,1216.82,0,0.168,0,0.174
2830,263200,0.62,339328,2.184,45280,0.095,90560,0.318,7708672,742.59,8609864,993.866,0,0.175,0,0.173
2830,263200,0.619,339328,1.936,45280,0.095,90560,0.313,7708672,819.428,8609864,1074.09,0,0.173,0,0.173
2830,263200,0.607,339328,1.668,45280,0.095,90560,0.316,7708672,910.964,8609864,997.196,0,0.172,0,0.173
2840,264168,0.63,340840,2.024,45440,0.096,90880,0.416,7718912,851.822,8607288,1012.94,0,0.174,0,0.202
2840,264168,0.629,340840,2.016,45440,0.11,90880,0.322,7718912,864.38,8607288,996.794,0,0.174,0,0.174
2840,264168,1.131,340840,3.318,45440,0.095,90880,0.314,7718912,815.495,8607288,1005.03,0,0.169,0,0.173
2840,264168,0.63,340840,1.64,45440,0.093,90880,0.314,7718912,785.042,8607288,998.998,0,0.176,0,0.173
2840,264168,0.622,340840,1.077,45440,0.094,90880,0.32,7718912,842.018,8607288,1019.42,0,0.174,0,0.174
2850,264656,0.626,341232,1.069,45600,0.095,91200,0.313,7729152,821.651,8684288,1002.98,0,0.175,0,0.207
2850,264656,0.616,341232,1.016,45600,0.094,91200,0.322,7729152,782.132,8684288,1122.17,0,0.174,0,0.175
2850,264656,0.628,341232,0.982,45600,0.095,91200,0.313,7729152,846.524,8684288,975.128,0,0.169,0,0.175
2850,264656,0.662,341232,1.064,45600,0.094,91200,0.313,7729152,803.366,8684288,1008.45,0,0.178,0,0.174
2850,264656,0.605,341232,1.078,45600,0.094,91200,0.32,7729152,844.675,8684288,1018.97,0,0.174,0,0.174
2860,265384,0.633,342184,1.203,45760,0.094,91520,0.314,7739392,810.937,8655448,954.868,0,0.175,0,0.208
2860,265384,0.618,342184,1.006,45760,0.138,91520,0.321,7739392,893.81,8655448,1011.22,0,0.187,0,0.175
2860,265384,0.607,342184,1.002,45760,0.094,91520,0.316,7739392,930.723,8655448,987.756,0,0.176,0,0.175
2860,265384,0.631,342184,0.979,45760,0.093,91520,0.314,7739392,852.989,8655448,1008.06,0,0.175,0,0.174
2860,265384,0.882,342184,0.956,45760,0.093,91520,0.32,7739392,856.601,8655448,983.86,0,0.19,0,0.175
2870,265080,0.644,340728,0.998,45920,0.095,91840,0.318,7749632,832.986,8611376,1101.61,0,0.176,0,0.211
2870,265080,0.651,340728,1.028,45920,0.095,91840,0.321,7749632,820.769,8611376,1031.71,0,0.175,0,0.201
2870,265080,0.635,340728,0.977,45920,0.095,91840,0.314,7749632,852.194,8611376,1103.37,0,0.175,0,0.171
2870,265080,0.616,340728,1.023,45920,0.095,91840,0.318,7749632,869.463,8611376,999.361,0,0.176,0,0.171
2870,265080,0.652,340728,0.975,45920,0.095,91840,0.32,7749632,1193.07,8611376,1018.39,0,0.173,0,0.171
2880,266288,0.675,342800,1.011,46080,0.095,92160,0.393,7759872,1202.51,8605160,1003.17,0,0.176,0,0.211
2880,266288,0.621,342800,0.969,46080,0.097,92160,0.422,7759872,998.314,8605160,985.908,0,0.176,0,0.188
2880,266288,0.648,342800,0.946,46080,0.095,92160,0.513,7759872,1307.58,8605160,1007.86,0,0.18,0,0.189
2880,266288,0.658,342800,0.929,46080,0.095,92160,0.565,7759872,1347.51,8605160,1004.07,0,0.171,0,0.172
2880,266288,0.621,342800,0.938,46080,0.095,92160,0.557,7759872,1072.35,8605160,1012.52,0,0.176,0,0.172
2890,268000,0.652,346048,1.13,46240,0.095,92480,0.597,7770112,922.684,8633608,1083.39,0,0.178,0,0.199
2890,268000,0.837,346048,1.441,46240,0.095,92480,0.54,7770112,833.532,8633608,1105.75,0,0.177,0,0.2
2890,268000,1.079,346048,1.25,46240,0.096,92480,0.649,7770112,843.043,8633608,993.615,0,0.177,0,0.173
2890,268000,1.078,346048,1.208,46240,0.095,92480,0.563,7770112,807.733,8633608,1074.33,0,0.177,0,0.174
2890,268000,1.077,346048,1.617,46240,0.095,92480,0.608,7770112,824.895,8633608,983.8,0,0.177,0,0.173
2900,268152,1.067,345656,1.233,46400,0.095,92800,0.665,7780352,851.184,8668160,1049.93,0,0.18,0,0.195
2900,268152,1.063,345656,1.288,46400,0.097,92800,0.647,7780352,849.67,8668160,1008.52,0,0.177,0,0.173
2900,268152,1.064,345656,0.983,46400,0.094,92800,0.492,7780352,929.668,8668160,1019.12,0,0.177,0,0.216
2900,268152,1.074,345656,0.954,46400,0.094,92800,0.552,7780352,943.349,8668160,999.729,0,0.177,0,0.173
2900,268152,1.069,345656,0.919,46400,0.095,92800,0.6,7780352,788.321,8668160,1059.93,0,0.177,0,0.174
2910,269000,1.082,346888,1.016,46560,0.11,93120,0.643,7790592,909.625,8632824,1149.02,0,0.178,0,0.201
2910,269000,1.127,346888,0.986,46560,0.106,93120,0.683,7790592,832.357,8632824,1048.24,0,0.183,0,0.174
2910,269000,1.087,346888,0.932,46560,0.099,93120,0.517,7790592,830.082,8632824,1072.75,0,0.178,0,0.201
2910,269000,1.067,346888,0.932,46560,0.098,93120,0.526,7790592,866.203,8632824,1042.46,0,0.177,0,0.169
2910,269000,1.127,346888,0.932,46560,0.109,93120,0.401,7790592,839.974,8632824,1125.02,0,0.178,0,0.174
2920,269608,1.09,347560,1.009,46720,0.099,93440,0.516,7800832,858.762,8604264,1029.59,0,0.178,0,0.199
2920,269608,0.854,347560,1.063,46720,0.097,93440,0.392,7800832,846.828,8604264,1019.26,0,0.181,0,0.175
2920,269608,0.718,347560,1.324,46720,0.097,93440,0.322,7800832,819.751,8604264,1133.6,0,0.178,0,0.202
2920,269608,0.669,347560,1.278,46720,0.096,93440,0.33,7800832,878.199,8604264,1319.83,0,0.178,0,0.174
2920,269608,0.645,347560,1.262,46720,0.097,93440,0.323,7800832,1039.33,8604264,1334.29,0,0.178,0,0.174
2930,269016,0.655,345432,1.305,46880,0.097,93760,0.322,7811072,1000.55,8655560,1198.76,0,0.181,0,0.201
2930,269016,0.632,345432,1.299,46880,0.097,93760,0.329,7811072,886.998,8655560,1222.75,0,0.179,0,0.175
2930,269016,0.635,345432,1.1,46880,0.097,93760,0.323,7811072,908.099,8655560,1191.47,0,0.18,0,0.19
2930,269016,0.644,345432,1.009,46880,0.097,93760,0.328,7811072,820.233,8655560,1195.37,0,0.179,0,0.189
2930,269016,0.635,345432,0.988,46880,0.097,93760,0.322,7811072,872.452,8655560,1189.48,0,0.179,0,0.175
2940,270944,0.642,349184,1.011,47040,0.099,94080,0.332,7821312,886.695,8619832,1493.45,0,0.179,0,0.202
2940,270944,0.652,349184,0.953,47040,0.096,94080,0.323,7821312,868.034,8619832,1205.44,0,0.179,0,0.175
2940,270944,0.683,349184,0.939,47040,0.096,94080,0.324,7821312,908.824,8619832,1229.1,0,0.181,0,0.171
2940,270944,0.652,349184,0.928,47040,0.095,94080,0.329,7821312,831.411,8619832,1162.36,0,0.179,0,0.202
2940,270944,0.752,349184,0.969,47040,0.095,94080,0.324,7821312,866.28,8619832,1107.81,0,0.179,0,0.175
2950,271720,0.842,350248,1.011,47200,0.097,94400,0.329,7831552,964.92,8660040,1076.49,0,0.18,0,0.203
2950,271720,0.698,350248,0.956,47200,0.097,94400,0.326,7831552,945.646,8660040,1068.31,0,0.185,0,0.175
2950,271720,0.658,350248,0.95,47200,0.098,94400,0.323,7831552,992.741,8660040,1078.07,0,0.205,0,0.175
2950,271720,0.68,350248,0.939,47200,0.097,94400,0.33,7831552,887.982,8660040,1061.91,0,0.182,0,0.202
2950,271720,0.647,350248,0.934,47200,0.097,94400,0.325,7831552,824.122,8660040,1047.26,0,0.18,0,0.176
2960,271728,0.65,349520,1.027,47360,0.117,94720,0.332,7841792,907.499,8594240,1059.48,0,0.18,0,0.204
2960,271728,0.66,349520,0.996,47360,0.111,94720,0.362,7841792,882.403,8594240,1138.66,0,0.181,0,0.176
2960,271728,0.644,349520,0.944,47360,0.097,94720,0.341,7841792,885.296,8594240,1140.07,0,0.18,0,0.18
2960,271728,0.703,349520,0.935,47360,0.097,94720,0.326,7841792,847.902,8594240,1127.18,0,0.182,0,0.204
2960,271728,0.66,349520,0.97,47360,0.098,94720,0.327,7841792,843.046,8594240,1045.78,0,0.18,0,0.192
2970,272984,0.679,351704,1.025,47520,0.098,95040,0.363,7852032,948.551,8602472,1082.38,0,0.18,0,0.208
2970,272984,0.857,351704,0.981,47520,0.098,95040,0.327,7852032,956.329,8602472,1099.39,0,0.181,0,0.182
2970,272984,0.786,351704,0.953,47520,0.098,95040,0.333,7852032,978.622,8602472,1062.92,0,0.18,0,0.205
2970,272984,0.653,351704,0.942,47520,0.098,95040,0.327,7852032,881.157,8602472,1055.2,0,0.183,0,0.183
2970,272984,0.662,351704,0.95,47520,0.128,95040,0.325,7852032,951.52,8602472,1202.14,0,0.181,0,0.181
2980,276760,0.651,354712,1.01,47680,0.097,95360,0.362,8256016,852.998,8707584,1137.67,0,0.181,0,0.204
2980,276760,0.66,354712,0.964,47680,0.097,95360,0.328,8256016,895.569,8707584,1172.8,0,0.181,0,0.182
